"","ID","Title","country","BLFamilyLatin","common_name","subject.type","Age.Class","toxicant.specific","toxicant.group","sample.type","sample.size","exposed","BodyMass.Value","Diet.Inv","Diet.Scav","concentration","concentration.level.estimate.type","Detection.limit..if.reported.","unit.of.measure","sublethal.effects.assessed.","sublethal.specific","sublethal.type"
"119",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","HY","DDE","organochlorine insecticides","blood plasma",1,NA,NA,NA,NA,0.159,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"120",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","SY","DDE","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.253,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"121",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","ASY","DDE","organochlorine insecticides","blood plasma",12,NA,NA,NA,NA,0.214,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"122",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","SY","DDE","organochlorine insecticides","blood plasma",1,NA,NA,NA,NA,0.109,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"123",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","ASY","DDE","organochlorine insecticides","blood plasma",2,NA,NA,NA,NA,0.152,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"124",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","HY","DDE","organochlorine insecticides","blood plasma",5,NA,NA,NA,NA,0.035,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"125",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","SY","DDE","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.352,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"126",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","ASY","DDE","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.228,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"127",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","HY","DDE","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.037,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"128",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","SY","DDE","organochlorine insecticides","blood plasma",3,NA,NA,NA,NA,0.6,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"129",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","ASY","DDE","organochlorine insecticides","blood plasma",4,NA,NA,NA,NA,0.234,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"130",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","SY","DDE","organochlorine insecticides","blood plasma",5,NA,NA,NA,NA,0.309,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"131",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","ASY","DDE","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.316,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"132",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","SY","DDE","organochlorine insecticides","blood plasma",4,NA,NA,NA,NA,0.271,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"133",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","ASY","DDE","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.34,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"134",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","HY","DDE","organochlorine insecticides","blood plasma",4,NA,NA,NA,NA,0.046,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"135",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","SY","DDE","organochlorine insecticides","blood plasma",5,NA,NA,NA,NA,0.098,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"136",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","ASY","DDE","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.183,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"137",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","HY","DDE","organochlorine insecticides","blood plasma",5,NA,NA,NA,NA,0.024,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"138",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","SY","DDE","organochlorine insecticides","blood plasma",4,NA,NA,NA,NA,0.078,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"139",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","SY","DDE","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.29,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"140",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","ASY","DDE","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.267,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"141",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","SY","DDE","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.541,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"142",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","ASY","DDE","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.417,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"143",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","HY","DDT","organochlorine insecticides","blood plasma",4,NA,NA,NA,NA,0.001,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"144",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","SY","DDT","organochlorine insecticides","blood plasma",8,NA,NA,NA,NA,0.002,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"145",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","ASY","DDT","organochlorine insecticides","blood plasma",16,NA,NA,NA,NA,0.001,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"146",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","SY","DDT","organochlorine insecticides","blood plasma",3,NA,NA,NA,NA,0.002,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"147",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","ASY","DDT","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.002,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"148",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","HY","DDT","organochlorine insecticides","blood plasma",1,NA,NA,NA,NA,0.001,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"149",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","SY","DDT","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.021,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"150",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","ASY","DDT","organochlorine insecticides","blood plasma",12,NA,NA,NA,NA,0.003,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"151",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","SY","DDT","organochlorine insecticides","blood plasma",1,NA,NA,NA,NA,0.001,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"152",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","ASY","DDT","organochlorine insecticides","blood plasma",2,NA,NA,NA,NA,0.001,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"153",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","HY","DDT","organochlorine insecticides","blood plasma",5,NA,NA,NA,NA,0.003,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"154",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","SY","DDT","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.002,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"155",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","ASY","DDT","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,NA,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"156",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","HY","DDT","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.001,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"157",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","SY","DDT","organochlorine insecticides","blood plasma",3,NA,NA,NA,NA,0.009,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"158",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","ASY","DDT","organochlorine insecticides","blood plasma",4,NA,NA,NA,NA,0.003,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"159",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","SY","DDT","organochlorine insecticides","blood plasma",5,NA,NA,NA,NA,0.008,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"160",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","ASY","DDT","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.005,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"161",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","SY","DDT","organochlorine insecticides","blood plasma",4,NA,NA,NA,NA,0.003,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"162",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","ASY","DDT","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.003,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"163",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","HY","DDT","organochlorine insecticides","blood plasma",4,NA,NA,NA,NA,NA,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"164",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","SY","DDT","organochlorine insecticides","blood plasma",5,NA,NA,NA,NA,NA,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"165",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","ASY","DDT","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.002,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"166",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","HY","DDT","organochlorine insecticides","blood plasma",5,NA,NA,NA,NA,0.001,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"167",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","SY","DDT","organochlorine insecticides","blood plasma",4,NA,NA,NA,NA,NA,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"168",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","SY","DDT","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.009,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"169",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","ASY","DDT","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.003,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"170",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","SY","DDT","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.003,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"171",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","ASY","DDT","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.002,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"172",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","HY","mirex","organochlorine insecticides","blood plasma",4,NA,NA,NA,NA,0.004,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"173",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","SY","mirex","organochlorine insecticides","blood plasma",8,NA,NA,NA,NA,0.011,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"174",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","ASY","mirex","organochlorine insecticides","blood plasma",16,NA,NA,NA,NA,0.02,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"175",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","SY","mirex","organochlorine insecticides","blood plasma",3,NA,NA,NA,NA,0.016,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"176",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","ASY","mirex","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.039,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"177",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","HY","mirex","organochlorine insecticides","blood plasma",1,NA,NA,NA,NA,0.002,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"178",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","SY","mirex","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.029,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"179",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","ASY","mirex","organochlorine insecticides","blood plasma",12,NA,NA,NA,NA,0.046,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"180",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","SY","mirex","organochlorine insecticides","blood plasma",1,NA,NA,NA,NA,0.01,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"181",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","ASY","mirex","organochlorine insecticides","blood plasma",2,NA,NA,NA,NA,0.16,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"182",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","HY","mirex","organochlorine insecticides","blood plasma",5,NA,NA,NA,NA,0.003,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"183",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","SY","mirex","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.084,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"184",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","ASY","mirex","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.035,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"185",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","HY","mirex","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.01,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"186",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","SY","mirex","organochlorine insecticides","blood plasma",3,NA,NA,NA,NA,0.04,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"187",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","ASY","mirex","organochlorine insecticides","blood plasma",4,NA,NA,NA,NA,0.036,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"188",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","SY","mirex","organochlorine insecticides","blood plasma",5,NA,NA,NA,NA,0.097,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"189",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","ASY","mirex","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.02,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"190",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","SY","mirex","organochlorine insecticides","blood plasma",4,NA,NA,NA,NA,0.024,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"191",131,"MONITORING ORGANOCHLORINES IN","United States of America",NA,"Sharp-shinned hawk","wild","ASY","mirex","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.048,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"192",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","HY","mirex","organochlorine insecticides","blood plasma",4,NA,NA,NA,NA,0.002,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"193",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","SY","mirex","organochlorine insecticides","blood plasma",5,NA,NA,NA,NA,0.01,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"194",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","ASY","mirex","organochlorine insecticides","blood plasma",6,NA,NA,NA,NA,0.019,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"195",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","HY","mirex","organochlorine insecticides","blood plasma",5,NA,NA,NA,NA,0.003,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
"196",131,"MONITORING ORGANOCHLORINES IN","Canada",NA,"Sharp-shinned hawk","wild","SY","mirex","organochlorine insecticides","blood plasma",4,NA,NA,NA,NA,0.01,"not specified","0.0005 mg/kg","mg/kg","no",NA,NA
