"","X","ID","Title","country","BLFamilyLatin","common_name","subject.type","Age.Class","toxicant.specific","toxicant.group","sample.type","sample.size","exposed","proportion","BodyMass.Value","Diet.Inv","Diet.Scav","concentration","unit.of.measure","Continent"
"541",541,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","HY","HCB (Hexachlorobenzene)","organochlorine insecticides","blood plasma",43,1,0.0232558139534884,759.95,10,0,NA,"ppm","N. America"
"542",542,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","HY","HCB (Hexachlorobenzene)","organochlorine insecticides","blood plasma",76,1,0.0131578947368421,759.95,10,0,NA,"ppm","N. America"
"543",543,218,"Migratory peregrine falcons, F","United States of America","Falconidae","Peregrine Falcon","wild","SY","HCB (Hexachlorobenzene)","organochlorine insecticides","blood plasma",17,4,0.235294117647059,759.95,10,0,NA,"ppm","N. America"
"544",544,219,"Case studies in poisoning: Two","United States of America","Accipitridae","Golden Eagle","wild","Adult","Pb","heavy metals","blood",1,1,1,4247.97,0,10,0.29,"ppm","N. America"
"545",545,246,"Primary and secondary poisonin","Spain","Accipitridae","Red Kite","mixed","unknown","brodifacoum","anticoagulant rodenticides","liver",8,2,0.25,1071.77,0,70,0.165,"µg/g","Europe"
"546",546,246,"Primary and secondary poisonin","Spain","Accipitridae","Black Kite","mixed","unknown","brodifacoum","anticoagulant rodenticides","liver",5,1,0.2,734.1,0,70,0.025,"µg/g","Europe"
"547",547,246,"Primary and secondary poisonin","Spain","Accipitridae","Short-toed Snake-eagle","mixed","unknown","brodifacoum","anticoagulant rodenticides","liver",1,1,1,1699.12,0,0,0.009,"µg/g","Europe"
"548",548,246,"Primary and secondary poisonin","Spain","Accipitridae","Northern Goshawk","mixed","unknown","brodifacoum","anticoagulant rodenticides","liver",2,1,0.5,866.04,0,0,0.038,"µg/g","Europe"
"549",549,246,"Primary and secondary poisonin","Spain","Tytonidae","Barn Owl","mixed","unknown","brodifacoum","anticoagulant rodenticides","liver",4,1,0.25,403.32,10,0,0.028,"µg/g","Europe"
"550",550,246,"Primary and secondary poisonin","Spain","Strigidae","Eurasian Eagle-owl","mixed","unknown","brodifacoum","anticoagulant rodenticides","liver",7,3,0.428571428571429,2668.51,10,0,0.116,"µg/g","Europe"
"551",551,246,"Primary and secondary poisonin","Spain","Accipitridae","Red Kite","mixed","unknown","bromadiolone","anticoagulant rodenticides","liver",8,4,0.5,1071.77,0,70,0.031,"µg/g","Europe"
"552",552,246,"Primary and secondary poisonin","Spain","Accipitridae","Lammergeier","mixed","unknown","bromadiolone","anticoagulant rodenticides","liver",3,1,0.333333333333333,5694.98,0,100,0.001,"µg/g","Europe"
"553",553,246,"Primary and secondary poisonin","Spain","Accipitridae","Griffon Vulture","mixed","unknown","bromadiolone","anticoagulant rodenticides","liver",23,1,0.0434782608695652,7435.99,0,100,0.208,"µg/g","Europe"
"554",554,246,"Primary and secondary poisonin","Spain","Accipitridae","Short-toed Snake-eagle","mixed","unknown","bromadiolone","anticoagulant rodenticides","liver",1,1,1,1699.12,0,0,0.01,"µg/g","Europe"
"555",555,246,"Primary and secondary poisonin","Spain","Accipitridae","Common Buzzard","mixed","unknown","bromadiolone","anticoagulant rodenticides","liver",15,4,0.266666666666667,759.1,0,0,0.008,"µg/g","Europe"
"556",556,246,"Primary and secondary poisonin","Spain","Tytonidae","Barn Owl","mixed","unknown","bromadiolone","anticoagulant rodenticides","liver",4,2,0.5,403.32,10,0,0.008,"µg/g","Europe"
"557",557,246,"Primary and secondary poisonin","Spain","Strigidae","Eurasian Eagle-owl","mixed","unknown","bromadiolone","anticoagulant rodenticides","liver",7,1,0.142857142857143,2668.51,10,0,0.004,"µg/g","Europe"
"558",558,246,"Primary and secondary poisonin","Spain","Accipitridae","Griffon Vulture","mixed","unknown","chlorophacinone","anticoagulant rodenticides","liver",23,1,0.0434782608695652,7435.99,0,100,0.004,"µg/g","Europe"
"559",559,246,"Primary and secondary poisonin","Spain","Accipitridae","Common Buzzard","mixed","unknown","chlorophacinone","anticoagulant rodenticides","liver",15,1,0.0666666666666667,759.1,0,0,0.12,"µg/g","Europe"
"560",560,246,"Primary and secondary poisonin","Spain","Accipitridae","Red Kite","mixed","unknown","difenacoum","anticoagulant rodenticides","liver",8,1,0.125,1071.77,0,70,0.001,"µg/g","Europe"
"561",561,246,"Primary and secondary poisonin","Spain","Accipitridae","Griffon Vulture","mixed","unknown","difenacoum","anticoagulant rodenticides","liver",23,1,0.0434782608695652,7435.99,0,100,0.001,"µg/g","Europe"
"562",562,246,"Primary and secondary poisonin","Spain","Accipitridae","Spanish Imperial Eagle","mixed","unknown","difenacoum","anticoagulant rodenticides","liver",8,1,0.125,2958.03,0,0,0.008,"µg/g","Europe"
"563",563,246,"Primary and secondary poisonin","Spain","Strigidae","Little Owl","mixed","unknown","difenacoum","anticoagulant rodenticides","liver",1,1,1,168.92,70,0,0.056,"µg/g","Europe"
"564",564,246,"Primary and secondary poisonin","Spain","Accipitridae","Red Kite","mixed","unknown","flocoumafen","anticoagulant rodenticides","liver",8,2,0.25,1071.77,0,70,0.146,"µg/g","Europe"
"565",565,246,"Primary and secondary poisonin","Spain","Accipitridae","Black Kite","mixed","unknown","flocoumafen","anticoagulant rodenticides","liver",5,2,0.4,734.1,0,70,0.068,"µg/g","Europe"
"566",566,246,"Primary and secondary poisonin","Spain","Accipitridae","Short-toed Snake-eagle","mixed","unknown","flocoumafen","anticoagulant rodenticides","liver",1,1,1,1699.12,0,0,0.002,"µg/g","Europe"
"567",567,246,"Primary and secondary poisonin","Spain","Accipitridae","Golden Eagle","mixed","unknown","flocoumafen","anticoagulant rodenticides","liver",4,1,0.25,4247.97,0,10,0.006,"µg/g","Europe"
"568",568,246,"Primary and secondary poisonin","Spain","Strigidae","Eurasian Eagle-owl","mixed","unknown","flocoumafen","anticoagulant rodenticides","liver",7,2,0.285714285714286,2668.51,10,0,0.011,"µg/g","Europe"
"569",569,265,"Plasma to egg conversion facto","United States of America","Strigidae","Great Horned Owl","wild","nestling","Sum of PCBs","PCBs","blood plasma",1,1,1,1575.7,10,0,147,"ng/ml","N. America"
"570",570,265,"Plasma to egg conversion facto","United States of America","Strigidae","Great Horned Owl","wild","nestling","Sum of PCBs","PCBs","blood plasma",1,1,1,1575.7,10,0,80.4,"ng/ml","N. America"
"571",571,265,"Plasma to egg conversion facto","United States of America","Strigidae","Great Horned Owl","wild","nestling","Sum of PCBs","PCBs","blood plasma",1,1,1,1575.7,10,0,60.2,"ng/ml","N. America"
"572",572,265,"Plasma to egg conversion facto","United States of America","Strigidae","Great Horned Owl","wild","nestling","Sum of PCBs","PCBs","blood plasma",1,1,1,1575.7,10,0,43.7,"ng/ml","N. America"
"573",573,265,"Plasma to egg conversion facto","United States of America","Strigidae","Great Horned Owl","wild","nestling","Sum of PCBs","PCBs","blood plasma",1,1,1,1575.7,10,0,31.3,"ng/ml","N. America"
"574",574,265,"Plasma to egg conversion facto","United States of America","Strigidae","Great Horned Owl","wild","nestling","Sum of PCBs","PCBs","blood plasma",1,1,1,1575.7,10,0,31,"ng/ml","N. America"
"575",575,265,"Plasma to egg conversion facto","United States of America","Strigidae","Great Horned Owl","wild","nestling","Sum of PCBs","PCBs","blood plasma",1,1,1,1575.7,10,0,25.9,"ng/ml","N. America"
"576",576,265,"Plasma to egg conversion facto","United States of America","Strigidae","Great Horned Owl","wild","nestling","Sum of PCBs","PCBs","blood plasma",1,1,1,1575.7,10,0,24.1,"ng/ml","N. America"
"577",577,265,"Plasma to egg conversion facto","United States of America","Strigidae","Great Horned Owl","wild","nestling","Sum of PCBs","PCBs","blood plasma",1,1,1,1575.7,10,0,14,"ng/ml","N. America"
"578",578,265,"Plasma to egg conversion facto","United States of America","Strigidae","Great Horned Owl","wild","egg(s)","Sum of PCBs","PCBs","egg(s)",1,1,1,1575.7,10,0,12.2,"ug/g","N. America"
"579",579,265,"Plasma to egg conversion facto","United States of America","Strigidae","Great Horned Owl","wild","egg(s)","Sum of PCBs","PCBs","egg(s)",1,1,1,1575.7,10,0,19.8,"ug/g","N. America"
"580",580,265,"Plasma to egg conversion facto","United States of America","Strigidae","Great Horned Owl","wild","egg(s)","Sum of PCBs","PCBs","egg(s)",1,1,1,1575.7,10,0,25.7,"ug/g","N. America"
"581",581,265,"Plasma to egg conversion facto","United States of America","Strigidae","Great Horned Owl","wild","egg(s)","Sum of PCBs","PCBs","egg(s)",1,1,1,1575.7,10,0,2.09,"ug/g","N. America"
"582",582,265,"Plasma to egg conversion facto","United States of America","Strigidae","Great Horned Owl","wild","egg(s)","Sum of PCBs","PCBs","egg(s)",1,1,1,1575.7,10,0,1.61,"ug/g","N. America"
"583",583,265,"Plasma to egg conversion facto","United States of America","Strigidae","Great Horned Owl","wild","egg(s)","Sum of PCBs","PCBs","egg(s)",1,1,1,1575.7,10,0,2.74,"ug/g","N. America"
"584",584,265,"Plasma to egg conversion facto","United States of America","Strigidae","Great Horned Owl","wild","egg(s)","Sum of PCBs","PCBs","egg(s)",1,1,1,1575.7,10,0,0.61,"ug/g","N. America"
"585",585,265,"Plasma to egg conversion facto","United States of America","Strigidae","Great Horned Owl","wild","egg(s)","Sum of PCBs","PCBs","egg(s)",1,1,1,1575.7,10,0,2.78,"ug/g","N. America"
"586",586,265,"Plasma to egg conversion facto","United States of America","Strigidae","Great Horned Owl","wild","egg(s)","Sum of PCBs","PCBs","egg(s)",1,1,1,1575.7,10,0,0.31,"ug/g","N. America"
"587",587,265,"Plasma to egg conversion facto","United States of America","Strigidae","Great Horned Owl","wild","egg(s)","Sum of PCBs","PCBs","egg(s)",1,1,1,1575.7,10,0,0.17,"ug/g","N. America"
"588",588,265,"Plasma to egg conversion facto","United States of America","Strigidae","Great Horned Owl","wild","egg(s)","Sum of PCBs","PCBs","egg(s)",1,1,1,1575.7,10,0,0.22,"ug/g","N. America"
"589",589,265,"Plasma to egg conversion facto","United States of America","Strigidae","Great Horned Owl","wild","egg(s)","Sum of PCBs","PCBs","egg(s)",1,1,1,1575.7,10,0,0.21,"ug/g","N. America"
"590",590,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","p,p'-Dichlorodiphenyldichloroethylene","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.352,"ug/g","N. America"
"591",591,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","p,p'-Dichlorodiphenyldichloroethane","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.017,"ug/g","N. America"
"592",592,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","p,p'-DDT","organochlorine insecticides","egg(s)",12,4,0.333333333333333,1483.2,0,0,0.003,"ug/g","N. America"
"593",593,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","o,p'-Dichlorodiphenyldichloroethylene","organochlorine insecticides","egg(s)",12,0,0,1483.2,0,0,NA,"ug/g","N. America"
"594",594,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","o,p'-Dichlorodiphenyltrichloroethane","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.007,"ug/g","N. America"
"595",595,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","o,p'-Dichlorodiphenyldichloroethane","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.012,"ug/g","N. America"
"596",596,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Dieldrin","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.004,"ug/g","N. America"
"597",597,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Endrin","organochlorine insecticides","egg(s)",12,0,0,1483.2,0,0,NA,"ug/g","N. America"
"598",598,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Heptachlor epoxide","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.004,"ug/g","N. America"
"599",599,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","a-chlordane","organochlorine insecticides","egg(s)",12,3,0.25,1483.2,0,0,0.004,"ug/g","N. America"
"600",600,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Cis-nonachlor","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.004,"ug/g","N. America"
"601",601,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Trans-nonachlor","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.002,"ug/g","N. America"
"602",602,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","oxychlordane","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.005,"ug/g","N. America"
"603",603,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","mirex","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.006,"ug/g","N. America"
"604",604,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Hexachlorobenzene","organochlorine insecticides","egg(s)",12,0,0,1483.2,0,0,NA,"ug/g","N. America"
"605",605,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Hg","heavy metals","egg(s)",12,12,1,1483.2,0,0,0.05,"ug/g","N. America"
"606",606,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","p,p'-Dichlorodiphenyldichloroethylene","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.852,"ug/g","N. America"
"607",607,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","p,p'-Dichlorodiphenyldichloroethane","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.057,"ug/g","N. America"
"608",608,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","p,p'-DDT","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.003,"ug/g","N. America"
"609",609,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","o,p'-Dichlorodiphenyltrichloroethane","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.01,"ug/g","N. America"
"610",610,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","o,p'-Dichlorodiphenyldichloroethane","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.02,"ug/g","N. America"
"611",611,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Dieldrin","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.008,"ug/g","N. America"
"612",612,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Endrin","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.001,"ug/g","N. America"
"613",613,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Heptachlor epoxide","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.007,"ug/g","N. America"
"614",614,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","a-chlordane","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.003,"ug/g","N. America"
"615",615,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Cis-nonachlor","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.01,"ug/g","N. America"
"616",616,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Trans-nonachlor","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.005,"ug/g","N. America"
"617",617,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","oxychlordane","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.008,"ug/g","N. America"
"618",618,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","mirex","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.005,"ug/g","N. America"
"619",619,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Hexachlorobenzene","organochlorine insecticides","egg(s)",12,2,0.166666666666667,1483.2,0,0,NA,"ug/g","N. America"
"620",620,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Hg","heavy metals","egg(s)",12,12,1,1483.2,0,0,0.09,"ug/g","N. America"
"621",621,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","p,p'-Dichlorodiphenyldichloroethylene","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,1.77,"ug/g","N. America"
"622",622,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","p,p'-Dichlorodiphenyldichloroethane","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.182,"ug/g","N. America"
"623",623,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","p,p'-DDT","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.004,"ug/g","N. America"
"624",624,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","o,p'-Dichlorodiphenyldichloroethylene","organochlorine insecticides","egg(s)",12,2,0.166666666666667,1483.2,0,0,NA,"ug/g","N. America"
"625",625,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","o,p'-Dichlorodiphenyltrichloroethane","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.028,"ug/g","N. America"
"626",626,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","o,p'-Dichlorodiphenyldichloroethane","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.038,"ug/g","N. America"
"627",627,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Dieldrin","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.041,"ug/g","N. America"
"628",628,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Endrin","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.002,"ug/g","N. America"
"629",629,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Heptachlor epoxide","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.021,"ug/g","N. America"
"630",630,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","a-chlordane","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.007,"ug/g","N. America"
"631",631,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Cis-nonachlor","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.027,"ug/g","N. America"
"632",632,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Trans-nonachlor","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.01,"ug/g","N. America"
"633",633,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","oxychlordane","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.025,"ug/g","N. America"
"634",634,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","mirex","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.008,"ug/g","N. America"
"635",635,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Hexachlorobenzene","organochlorine insecticides","egg(s)",12,12,1,1483.2,0,0,0.005,"ug/g","N. America"
"636",636,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Hg","heavy metals","egg(s)",12,12,1,1483.2,0,0,0.06,"ug/g","N. America"
"637",637,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","p,p'-Dichlorodiphenyldichloroethylene","organochlorine insecticides","egg(s)",3,3,1,1483.2,0,0,0.656,"ug/g","N. America"
"638",638,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","p,p'-Dichlorodiphenyldichloroethane","organochlorine insecticides","egg(s)",3,3,1,1483.2,0,0,0.031,"ug/g","N. America"
"639",639,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","p,p'-DDT","organochlorine insecticides","egg(s)",3,2,0.666666666666667,1483.2,0,0,0.003,"ug/g","N. America"
"640",640,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","o,p'-Dichlorodiphenyldichloroethylene","organochlorine insecticides","egg(s)",3,0,0,1483.2,0,0,NA,"ug/g","N. America"
"641",641,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","o,p'-Dichlorodiphenyltrichloroethane","organochlorine insecticides","egg(s)",3,3,1,1483.2,0,0,0.009,"ug/g","N. America"
"642",642,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","o,p'-Dichlorodiphenyldichloroethane","organochlorine insecticides","egg(s)",3,3,1,1483.2,0,0,0.017,"ug/g","N. America"
"643",643,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Dieldrin","organochlorine insecticides","egg(s)",3,2,0.666666666666667,1483.2,0,0,0.012,"ug/g","N. America"
"644",644,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Endrin","organochlorine insecticides","egg(s)",3,0,0,1483.2,0,0,NA,"ug/g","N. America"
"645",645,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Heptachlor epoxide","organochlorine insecticides","egg(s)",3,3,1,1483.2,0,0,0.007,"ug/g","N. America"
"646",646,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","a-chlordane","organochlorine insecticides","egg(s)",3,2,0.666666666666667,1483.2,0,0,0.004,"ug/g","N. America"
"647",647,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Cis-nonachlor","organochlorine insecticides","egg(s)",3,3,1,1483.2,0,0,0.005,"ug/g","N. America"
"648",648,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Trans-nonachlor","organochlorine insecticides","egg(s)",3,3,1,1483.2,0,0,0.003,"ug/g","N. America"
"649",649,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","oxychlordane","organochlorine insecticides","egg(s)",3,3,1,1483.2,0,0,0.01,"ug/g","N. America"
"650",650,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","mirex","organochlorine insecticides","egg(s)",3,3,1,1483.2,0,0,0.004,"ug/g","N. America"
"651",651,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Hexachlorobenzene","organochlorine insecticides","egg(s)",3,0,0,1483.2,0,0,NA,"ug/g","N. America"
"652",652,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Hg","heavy metals","egg(s)",3,3,1,1483.2,0,0,0.04,"ug/g","N. America"
"653",653,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Sum of PCBs","PCBs","egg(s)",12,12,1,1483.2,0,0,1.44,"ug/g","N. America"
"654",654,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Sum of PCBs","PCBs","egg(s)",12,12,1,1483.2,0,0,2.44,"ug/g","N. America"
"655",655,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Sum of PCBs","PCBs","egg(s)",12,12,1,1483.2,0,0,8.68,"ug/g","N. America"
"656",656,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Sum of PCBs","PCBs","egg(s)",3,3,1,1483.2,0,0,4.38,"ug/g","N. America"
"657",657,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Sum of all PBDEs","flame retardants","egg(s)",2,2,1,1483.2,0,0,82.2,"ng/g","N. America"
"658",658,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Sum of all PBDEs","flame retardants","egg(s)",6,6,1,1483.2,0,0,206,"ng/g","N. America"
"659",659,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Sum of all PBDEs","flame retardants","egg(s)",6,6,1,1483.2,0,0,572,"ng/g","N. America"
"660",660,269,"Effects of contaminant exposur","United States of America","Accipitridae","Osprey","wild","egg(s)","Sum of all PBDEs","flame retardants","egg(s)",1,1,1,1483.2,0,0,557,"ng/g","N. America"
"661",661,272,"CHLORINATED-HYDROCARBON INSECT","South Africa","Accipitridae","Cape Vulture","wild","nestling","DDE","organochlorine insecticides","blood",7,6,0.857142857142857,8176.99,0,100,13.68,"ppb","Africa"
"662",662,272,"CHLORINATED-HYDROCARBON INSECT","South Africa","Accipitridae","Cape Vulture","wild","nestling","DDT","organochlorine insecticides","blood",7,3,0.428571428571429,8176.99,0,100,NA,"ppb","Africa"
"663",663,272,"CHLORINATED-HYDROCARBON INSECT","South Africa","Accipitridae","Cape Vulture","wild","nestling","DDD","organochlorine insecticides","blood",7,2,0.285714285714286,8176.99,0,100,NA,"ppb","Africa"
"664",664,272,"CHLORINATED-HYDROCARBON INSECT","South Africa","Accipitridae","Cape Vulture","wild","unknown/mixed","DDE","organochlorine insecticides","blood",14,12,0.857142857142857,8176.99,0,100,25.27,"ppb","Africa"
"665",665,272,"CHLORINATED-HYDROCARBON INSECT","South Africa","Accipitridae","Cape Vulture","wild","unknown/mixed","DDT","organochlorine insecticides","blood",14,7,0.5,8176.99,0,100,11.57,"ppb","Africa"
"666",666,272,"CHLORINATED-HYDROCARBON INSECT","South Africa","Accipitridae","Cape Vulture","wild","unknown/mixed","DDD","organochlorine insecticides","blood",14,5,0.357142857142857,8176.99,0,100,NA,"ppb","Africa"
"667",667,274,"Flame retardants and organochl","United States of America","Accipitridae","Bald Eagle","wild","nestling","Sum of all PBDEs","flame retardants","blood plasma",15,15,1,4700.58,0,20,5.7,"ng/g","N. America"
"668",668,274,"Flame retardants and organochl","United States of America","Accipitridae","Bald Eagle","wild","nestling","PBEB","flame retardants","blood plasma",15,2,0.133333333333333,4700.58,0,20,0.11,"ng/g","N. America"
"669",669,274,"Flame retardants and organochl","United States of America","Accipitridae","Bald Eagle","wild","nestling","Sum of HBCD","flame retardants","blood plasma",15,7,0.466666666666667,4700.58,0,20,0.13,"ng/g","N. America"
"670",670,274,"Flame retardants and organochl","United States of America","Accipitridae","Bald Eagle","wild","nestling","syn-DP","flame retardants","blood plasma",15,6,0.4,4700.58,0,20,0.06,"ng/g","N. America"
"671",671,274,"Flame retardants and organochl","United States of America","Accipitridae","Bald Eagle","wild","nestling","anti-DP","flame retardants","blood plasma",15,6,0.4,4700.58,0,20,0.12,"ng/g","N. America"
"672",672,274,"Flame retardants and organochl","United States of America","Accipitridae","Bald Eagle","wild","nestling","Sum of PCBs","PCBs","blood plasma",15,11,0.733333333333333,4700.58,0,20,73.8,"ng/g","N. America"
"673",673,274,"Flame retardants and organochl","United States of America","Accipitridae","Bald Eagle","wild","nestling","p,p'-DDE","organochlorine insecticides","blood plasma",15,12,0.8,4700.58,0,20,19.9,"ng/g","N. America"
"674",674,274,"Flame retardants and organochl","United States of America","Accipitridae","Bald Eagle","wild","nestling","Sum of DDT","organochlorine insecticides","blood plasma",15,12,0.8,4700.58,0,20,24.3,"ng/g","N. America"
