"","publication year","Reference","ID","study period","country","English name","scientific name","subject type","toxicant specific","toxicant group","sample type","group","sample size","no. exposed","OR if given, proportion exposed","Age Class","Sex","concentration level estimate type","concentration (ND for non-detects)","Detection limit (if reported)","SD of concentration","minimum","maximum","unit of measure","wet/dry weight?","sublethal effects assessed?","sublethal specific","sublethal type","Notes"
"92",2019,"Dykstra et al. 2019",93,"2006-2015","United States of America","Bald Eagle","Haliaeetus leucocephalus","wild","Hg","heavy metals","body feathers","Mississippi National River and Recreation Area",267,"NA","NA","nestling","unknown/mixed","geometric mean","3.46","NA","NA","NA","NA","µg/g","dry","yes",NA,"fecundity",NA
"93",2019,"Dykstra et al. 2019",93,"2006-2015","United States of America","Bald Eagle","Haliaeetus leucocephalus","wild","Hg","heavy metals","body feathers","pools 3 and 4 of the Mississippi River",61,"NA","NA","nestling","unknown/mixed","geometric mean","3.22","NA","NA","NA","NA","µg/g","dry","yes",NA,"fecundity",NA
"94",1998,"Clark et al. 1998",91,"1993","United States of America","Bald Eagle","Haliaeetus leucocephalus","wild",NA,"PCBs","eggs","New Jersey-Delaware Bay drainage-Raccoon Creek",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","24","NA","NA","NA","NA","µg/g","wet","yes",NA,"fecundity",NA
"95",1998,"Clark et al. 1998",91,"1994","United States of America","Bald Eagle","Haliaeetus leucocephalus","wild",NA,"PCBs","eggs","New Jersey-Delaware Bay drainage-Raccoon Creek",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","48","NA","NA","NA","NA","µg/g","wet","yes",NA,"fecundity",NA
"96",1998,"Clark et al. 1998",91,"1995","United States of America","Bald Eagle","Haliaeetus leucocephalus","wild",NA,"PCBs","eggs","New Jersey-Delaware Bay drainage-Raccoon Creek",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","54","NA","NA","NA","NA","µg/g","wet","yes",NA,"fecundity",NA
"97",1998,"Clark et al. 1998",91,"1997","United States of America","Bald Eagle","Haliaeetus leucocephalus","wild",NA,"PCBs","eggs","New Jersey-Delaware Bay drainage-Raccoon Creek",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","54","NA","NA","NA","NA","µg/g","wet","yes",NA,"fecundity",NA
"98",1998,"Clark et al. 1998",91,"1997","United States of America","Bald Eagle","Haliaeetus leucocephalus","wild",NA,"PCBs","eggs","New Jersey-Delaware Bay drainage-Stow Creek",1,"NA","NA","unknown/mixed","unknown/mixed","n=1","20","NA","NA","NA","NA","µg/g","wet","yes",NA,"fecundity",NA
"99",1989,"Hernandez et al. 1989",92,"1986-1987","Spain","Spanish Imperial Eagle","Aquila adalberti","wild",NA,"PCBs","eggs","Nature Park of Montrague",13,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","293","NA","NA","NA","NA","ppb","wet","no",NA,NA,NA
"100",1989,"Hernandez et al. 1989",92,"1986-1987","Spain","Spanish Imperial Eagle","Aquila adalberti","wild",NA,"PCBs","eggs","Castile Plateau",8,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","280","NA","NA","NA","NA","ppb","wet","no",NA,NA,NA
"101",1989,"Hernandez et al. 1989",92,"1986-1987","Spain","Spanish Imperial Eagle","Aquila adalberti","wild",NA,"PCBs","eggs","Donana National Park",13,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","820","NA","NA","NA","NA","ppb","wet","no",NA,NA,NA
"102",1998,"Henny et al. 1998",89,"1992-1993","Russia","Common Kestrel","Falco tinnunculus","wild","DDE","organochlorine insecticides","eggs",NA,12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.03","NA","NA","0.01","7.0000000000000007E-2","ppm","NA","no",NA,NA,NA
"103",1998,"Henny et al. 1998",89,"1992-1993","Russia","Common Kestrel","Falco tinnunculus","wild","DDD","organochlorine insecticides","eggs",NA,12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"104",1998,"Henny et al. 1998",89,"1992-1993","Russia","Common Kestrel","Falco tinnunculus","wild","DDT","organochlorine insecticides","eggs",NA,12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"105",1998,"Henny et al. 1998",89,"1992-1993","Russia","Common Kestrel","Falco tinnunculus","wild","b-HCH","organochlorine insecticides","eggs",NA,12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.02","NA","NA","0.01","0.06","ppm","NA","no",NA,NA,NA
"106",1998,"Henny et al. 1998",89,"1992-1993","Russia","Common Kestrel","Falco tinnunculus","wild",NA,"PCBs","eggs",NA,12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.02","NA","NA","0.01","0.03","ppm","NA","no",NA,NA,NA
"107",1998,"Henny et al. 1998",89,"1992-1993","Russia","Common Kestrel","Falco tinnunculus","wild","a-HCH","organochlorine insecticides","eggs",NA,12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"108",1998,"Henny et al. 1998",89,"1992-1993","Russia","Common Kestrel","Falco tinnunculus","wild","d-HCH","organochlorine insecticides","eggs",NA,12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"109",1998,"Henny et al. 1998",89,"1992-1993","Russia","Common Kestrel","Falco tinnunculus","wild","Dieldrin","organochlorine insecticides","eggs",NA,12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"110",1998,"Henny et al. 1998",89,"1992-1993","Russia","Common Kestrel","Falco tinnunculus","wild","Lindane","organochlorine insecticides","eggs",NA,12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"111",1998,"Henny et al. 1998",89,"1992-1993","Russia","Common Kestrel","Falco tinnunculus","wild","Hexachlorobenzene","organochlorine insecticides","eggs",NA,12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"112",1998,"Henny et al. 1998",89,"1992-1993","Russia","Common Kestrel","Falco tinnunculus","wild","heptachlor epoxide (trans)","organochlorine insecticides","eggs",NA,12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"113",1998,"Henny et al. 1998",89,"1992-1993","Russia","Common Kestrel","Falco tinnunculus","wild","oxychlordane","organochlorine insecticides","eggs",NA,12,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"114",1998,"Henny et al. 1998",89,"1992-1993","Russia","Steppe Eagle","Aquila rapax","wild","DDE","organochlorine insecticides","eggs",NA,5,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.05","NA","NA","0.03","0.11","ppm","NA","no",NA,NA,NA
"115",1998,"Henny et al. 1998",89,"1992-1993","Russia","Steppe Eagle","Aquila rapax","wild","DDD","organochlorine insecticides","eggs",NA,5,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"116",1998,"Henny et al. 1998",89,"1992-1993","Russia","Steppe Eagle","Aquila rapax","wild","DDT","organochlorine insecticides","eggs",NA,5,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"117",1998,"Henny et al. 1998",89,"1992-1993","Russia","Steppe Eagle","Aquila rapax","wild","b-HCH","organochlorine insecticides","eggs",NA,5,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.28000000000000003","NA","NA","0.13","0.52","ppm","NA","no",NA,NA,NA
"118",1998,"Henny et al. 1998",89,"1992-1993","Russia","Steppe Eagle","Aquila rapax","wild",NA,"PCBs","eggs",NA,5,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.03","NA","NA","0.03","0.04","ppm","NA","no",NA,NA,NA
"119",1998,"Henny et al. 1998",89,"1992-1993","Russia","Steppe Eagle","Aquila rapax","wild","a-HCH","organochlorine insecticides","eggs",NA,5,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.01","NA","NA","ND","0.02","ppm","NA","no",NA,NA,NA
"120",1998,"Henny et al. 1998",89,"1992-1993","Russia","Steppe Eagle","Aquila rapax","wild","d-HCH","organochlorine insecticides","eggs",NA,5,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.01","NA","NA","ND","0.01","ppm","NA","no",NA,NA,NA
"121",1998,"Henny et al. 1998",89,"1992-1993","Russia","Steppe Eagle","Aquila rapax","wild","Dieldrin","organochlorine insecticides","eggs",NA,5,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.01","NA","NA","ND","0.03","ppm","NA","no",NA,NA,NA
"122",1998,"Henny et al. 1998",89,"1992-1993","Russia","Steppe Eagle","Aquila rapax","wild","Lindane","organochlorine insecticides","eggs",NA,5,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"123",1998,"Henny et al. 1998",89,"1992-1993","Russia","Steppe Eagle","Aquila rapax","wild","Hexachlorobenzene","organochlorine insecticides","eggs",NA,5,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"124",1998,"Henny et al. 1998",89,"1992-1993","Russia","Steppe Eagle","Aquila rapax","wild","heptachlor epoxide (trans)","organochlorine insecticides","eggs",NA,5,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"125",1998,"Henny et al. 1998",89,"1992-1993","Russia","Steppe Eagle","Aquila rapax","wild","oxychlordane","organochlorine insecticides","eggs",NA,5,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"126",1998,"Henny et al. 1998",89,"1992-1993","Russia","Red-footed Falcon","Falco vespertinus","wild","DDE","organochlorine insecticides","eggs",NA,2,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.03","NA","NA","0.03","0.04","ppm","NA","no",NA,NA,NA
"127",1998,"Henny et al. 1998",89,"1992-1993","Russia","Red-footed Falcon","Falco vespertinus","wild","DDD","organochlorine insecticides","eggs",NA,2,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"128",1998,"Henny et al. 1998",89,"1992-1993","Russia","Red-footed Falcon","Falco vespertinus","wild","DDT","organochlorine insecticides","eggs",NA,2,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"129",1998,"Henny et al. 1998",89,"1992-1993","Russia","Red-footed Falcon","Falco vespertinus","wild","b-HCH","organochlorine insecticides","eggs",NA,2,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.01","NA","NA","0.01","0.01","ppm","NA","no",NA,NA,NA
"130",1998,"Henny et al. 1998",89,"1992-1993","Russia","Red-footed Falcon","Falco vespertinus","wild",NA,"PCBs","eggs",NA,2,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.02","NA","NA","0.02","0.02","ppm","NA","no",NA,NA,NA
"131",1998,"Henny et al. 1998",89,"1992-1993","Russia","Red-footed Falcon","Falco vespertinus","wild","a-HCH","organochlorine insecticides","eggs",NA,2,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"132",1998,"Henny et al. 1998",89,"1992-1993","Russia","Red-footed Falcon","Falco vespertinus","wild","d-HCH","organochlorine insecticides","eggs",NA,2,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"133",1998,"Henny et al. 1998",89,"1992-1993","Russia","Red-footed Falcon","Falco vespertinus","wild","Dieldrin","organochlorine insecticides","eggs",NA,2,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"134",1998,"Henny et al. 1998",89,"1992-1993","Russia","Red-footed Falcon","Falco vespertinus","wild","Lindane","organochlorine insecticides","eggs",NA,2,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"135",1998,"Henny et al. 1998",89,"1992-1993","Russia","Red-footed Falcon","Falco vespertinus","wild","Hexachlorobenzene","organochlorine insecticides","eggs",NA,2,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"136",1998,"Henny et al. 1998",89,"1992-1993","Russia","Red-footed Falcon","Falco vespertinus","wild","heptachlor epoxide (trans)","organochlorine insecticides","eggs",NA,2,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"137",1998,"Henny et al. 1998",89,"1992-1993","Russia","Red-footed Falcon","Falco vespertinus","wild","oxychlordane","organochlorine insecticides","eggs",NA,2,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"138",1998,"Henny et al. 1998",89,"1992-1993","Russia","Long-legged Buzzard","Buteo rufinus","wild","DDE","organochlorine insecticides","eggs",NA,3,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.13","NA","NA","7.0000000000000007E-2","0.26","ppm","NA","no",NA,NA,NA
"139",1998,"Henny et al. 1998",89,"1992-1993","Russia","Long-legged Buzzard","Buteo rufinus","wild","DDD","organochlorine insecticides","eggs",NA,3,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"140",1998,"Henny et al. 1998",89,"1992-1993","Russia","Long-legged Buzzard","Buteo rufinus","wild","DDT","organochlorine insecticides","eggs",NA,3,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"141",1998,"Henny et al. 1998",89,"1992-1993","Russia","Long-legged Buzzard","Buteo rufinus","wild","b-HCH","organochlorine insecticides","eggs",NA,3,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.11","NA","NA","7.0000000000000007E-2","0.26","ppm","NA","no",NA,NA,NA
"142",1998,"Henny et al. 1998",89,"1992-1993","Russia","Long-legged Buzzard","Buteo rufinus","wild",NA,"PCBs","eggs",NA,3,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.14000000000000001","NA","NA","0.08","0.36","ppm","NA","no",NA,NA,NA
"143",1998,"Henny et al. 1998",89,"1992-1993","Russia","Long-legged Buzzard","Buteo rufinus","wild","a-HCH","organochlorine insecticides","eggs",NA,3,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"144",1998,"Henny et al. 1998",89,"1992-1993","Russia","Long-legged Buzzard","Buteo rufinus","wild","d-HCH","organochlorine insecticides","eggs",NA,3,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"145",1998,"Henny et al. 1998",89,"1992-1993","Russia","Long-legged Buzzard","Buteo rufinus","wild","Dieldrin","organochlorine insecticides","eggs",NA,3,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"146",1998,"Henny et al. 1998",89,"1992-1993","Russia","Long-legged Buzzard","Buteo rufinus","wild","Lindane","organochlorine insecticides","eggs",NA,3,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"147",1998,"Henny et al. 1998",89,"1992-1993","Russia","Long-legged Buzzard","Buteo rufinus","wild","Hexachlorobenzene","organochlorine insecticides","eggs",NA,3,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.01","NA","NA","0.01","0.01","ppm","NA","no",NA,NA,NA
"148",1998,"Henny et al. 1998",89,"1992-1993","Russia","Long-legged Buzzard","Buteo rufinus","wild","heptachlor epoxide (trans)","organochlorine insecticides","eggs",NA,3,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"149",1998,"Henny et al. 1998",89,"1992-1993","Russia","Long-legged Buzzard","Buteo rufinus","wild","oxychlordane","organochlorine insecticides","eggs",NA,3,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","NA","NA","ppm","NA","no",NA,NA,NA
"150",1998,"Henny et al. 1998",89,"1992-1993","Russia","Black Kite","Milvus migrans","wild","DDE","organochlorine insecticides","eggs",NA,2,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.45","NA","NA","0.38","0.54","ppm","NA","no",NA,NA,NA
"151",1998,"Henny et al. 1998",89,"1992-1993","Russia","Black Kite","Milvus migrans","wild","DDD","organochlorine insecticides","eggs",NA,2,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.06","NA","NA","0.06","0.06","ppm","NA","no",NA,NA,NA
"152",1998,"Henny et al. 1998",89,"1992-1993","Russia","Black Kite","Milvus migrans","wild","DDT","organochlorine insecticides","eggs",NA,2,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.05","NA","NA","0.03","0.08","ppm","NA","no",NA,NA,NA
"153",1998,"Henny et al. 1998",89,"1992-1993","Russia","Black Kite","Milvus migrans","wild","b-HCH","organochlorine insecticides","eggs",NA,2,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.33","NA","NA","0.27","0.41","ppm","NA","no",NA,NA,NA
"154",1998,"Henny et al. 1998",89,"1992-1993","Russia","Black Kite","Milvus migrans","wild",NA,"PCBs","eggs",NA,2,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.09","NA","NA","0.08","0.1","ppm","NA","no",NA,NA,NA
"155",1998,"Henny et al. 1998",89,"1992-1993","Russia","Black Kite","Milvus migrans","wild","a-HCH","organochlorine insecticides","eggs",NA,2,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","ND","0.08","ppm","NA","no",NA,NA,NA
"156",1998,"Henny et al. 1998",89,"1992-1993","Russia","Black Kite","Milvus migrans","wild","d-HCH","organochlorine insecticides","eggs",NA,2,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","ND","0.02","ppm","NA","no",NA,NA,NA
"157",1998,"Henny et al. 1998",89,"1992-1993","Russia","Black Kite","Milvus migrans","wild","Dieldrin","organochlorine insecticides","eggs",NA,2,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","ND","0.01","ppm","NA","no",NA,NA,NA
"158",1998,"Henny et al. 1998",89,"1992-1993","Russia","Black Kite","Milvus migrans","wild","Lindane","organochlorine insecticides","eggs",NA,2,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","ND","0.03","ppm","NA","no",NA,NA,NA
"159",1998,"Henny et al. 1998",89,"1992-1993","Russia","Black Kite","Milvus migrans","wild","Hexachlorobenzene","organochlorine insecticides","eggs",NA,2,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","0.01","NA","NA","0.01","0.01","ppm","NA","no",NA,NA,NA
"160",1998,"Henny et al. 1998",89,"1992-1993","Russia","Black Kite","Milvus migrans","wild","heptachlor epoxide (trans)","organochlorine insecticides","eggs",NA,2,"NA","NA","unknown/mixed","unknown/mixed","geometric mean","NA","NA","NA","ND","0.09","ppm","NA","no",NA,NA,NA
